name,international
"Gawad Kalinga Community Development Foundation, Inc.",t
Gawou Ginou School,f
"Gay & Lesbian Alliance Against Defamation, Inc.",t
Gayo Pastoralist Development Initiative,f
Gbowee Peace Foundation Africa,f
GC Micro,t
GDH Birthing Home,f
Gegeau Clinics,f
Gegharkunik Chamber of Commerce and Industry (GCCI),f
Gender Center of Moldova,f
Gender Development Institute,f
Generacion Alternativa,f
Generacion de Hombres Trans El Salvador,f
General Agriculture and Allied Workers Union of Liberia (GAAWUL),f
General Electric,t
General Federation of Bahrain Trade Unions (GFBTU),f
General Federation of Iraqi Trade Unions (GFITU),f
General Federation of Iraqi Workers (GFIW),f
General Federation of Nepalese Trade Unions (GEFONT),f
General Federation of Oman Trade Unions (GFOTU),f
General Federation of Workers and Unions in Iraq (GFWUI),f
General Federation of Worker's Trade Unions- Yemen (GFWTU-Y),f
General Hospital Igbara-Oke,f
General Hospital Kamalondo,f
General Hospital - Kampemba,f
"General Hospital of Kikula - ""Daku""",f
General Hospital Owo,f
General Reference Hospital Binga,f
General Reference Hospital Bosondjo,f
General Reference Hospital Mutshatsha,f
General Reference Hospital Mwangeji,f
Generating Genius,f
Generation Enterprise FKA Youthbank Inc,t
Generations Family Health Center,f
Generations For Peace Inc,t
GENESHA,f
Genesis Community Health,t
Genesis Home,f
Geneva Global,t
"Gennesaret Free Clinic, Inc.",f
Genuine Love,f
"George Faile Foundation, Inc.",t
Georges Malaika Foundation Incorporated,t
Georgetown University's Institute for Reproductive Health,t
Georgia Farmworker Health Program,f
Georgia Mountains Health Services,f
Georgian Institute of Public Affairs,t
Georgian Trade Unions Confederation (GTUC),f
Georgia Tech Univ,f
Gerakan Masyarakat Peduli Alam Semesta (GEMPITA) [Movement of Concerned Communities for the Natural World],f
Get Up Project dba Hope Medical Clinic,f
Gforce,f
Ghana Export Promotion Authority,f
Ghana Health Services,f
Ghana Medical Help,t
Ghana Ministry of Food and Agriculture (MOFA),f
Ghana Prisons Service,f
GHESKIO,f
Ghoghardiha Prakhand Swarajya Vikas Sangh (GPSVS),f
GIE Agritech,f
Gift of the Givers,t
Gifts for Life Foundation (GLF),f
Gillis Center,t
Girl Determined,f
Girls Education International,t
Girls & Football SA,f
Girls Leading Our World Association,f
GIRLS' POWER INITIATIVE (GPI),f
Girls to Women,t
Girls Who Code,f
Giteliq University FUND,f
Give an Hour,f
Giving the Basics,t
GlaxoSmithKline (GSK),t
Gleaning for the World,t
Glendale Community Free Health Clinic,f
Glens Falls Medical Mission,f
Glenwood Academy,f
Glenwood Medical Center,f
GLK Student Fund (Gayle Lyn Kliever Student Fund),t
Global Aid Network (GAIN),t
Global Alliance for Improved Nutrition (GAIN),t
Global Autism Project,t
Global Backpack Project,t
Global Birthing Home Foundation,t
Global Board of Global Ministries,t
Global Community Service Foundation,t
Global Conscience Initiative,f
Global Diversity Foundation,t
Global Emergency Care Collaborative,t
Global Empowerment Network,t
Global Faith in Action,t
"Global Family Village, Inc",t
Global Fund Country Coordinating Mechanism,t
Global Fund (GF),t
GLOBAL GIRL MEDIA,t
Global Give Back Circle,t
Global Grassroots,t
Global Health Partnerships Inc,t
Global Health Review,t
Global Impact,f
Global Infancia,f
Global Interfaith Partnership,t
Global Kids Inc.,f
GlobalMedic,t
Global Medical Brigades,t
Global Medical Brigades Honduras,f
Global Medical Brigades Nicaragua,f
Global Medical Brigades Panama,f
Global Music Exchange,t
Global Oncology Inc.,t
Global Potential,t
Global Reach International,t
Global Resistance,f
Global Roots,t
Global Sanitation Fund (GSF),t
Global Vision International Charitable Trust,t
Global White Lion Protection Trust,f
Global Women's Water Initiative,t
GlobeMed,t
GlobeMed at Columbia University,t
GlobeMed at CU Boulder,t
GlobeMed at Dartmouth,t
GlobeMed at Northwestern,t
GlobeMed at Penn State,t
GlobeMed at Rhodes College,t
GlobeMed at the George Washington University,t
GlobeMed at Truman State,t
GlobeMed at Tufts University,t
GlobeMed at UCLA,t
GlobeMed at University of Cincinnati,t
GlobeMed at University of Rochester,t
GlobeMed at Washington University in St. Louis,t
GlobeMed - Cornell University,t
Glocal Forum YaLa Africa,f
Gloria Gemma Breast Cancer Resource Foundation,f
Gloucester-Mathews Free Clinic,f
God's Child Project,f
God's Littlest Angels Inc,t
Going to School Fund,f
Golden Baobab,f
Goleta Neighborhood Clinic,f
Goleta Valley Center,f
Gombe School of Environment and Society (GOSESO Trust),f
Gondar Health Center,f
Good Health Clinic,f
Good Neighbor Community Health Clinic,f
Good Neighbor Healthcare Clinic,t
Good News Care Center,f
Good News Clinics,f
Good News Ministries,t
Good Samaritan Care Clinic,f
Good Samaritan Clinic of Jackson County,f
Good Samaritan Clinic of West Volusia County,f
Good Samaritan Health and Wellness Center,f
Good Samaritan Health Clinic of Pasco,f
Good Samaritan House,f
Good Samaritan- MICOG Mobile Clinic,t
Good Samaritan Middle Island Church of God,t
Good Shepherd Community Clinic,f
Good Shepherd Free Medical Clinic,f
Good Shepherd Medical and Dental Foundation,f
Good Shepherd Ministries of Oklahoma Inc.,f
GoodWeave International,t
Goodwill Group Foundation,f
GOONJ,f
Goroka Gen Hospital,f
"""Gospodar"" Union of Agricultural Service cooperatives",f
Government of Bangladesh National Institute of Ophthalmology (NIO),f
Government of Benin - Ministry of Health,f
Government of Botswana,f
Government of Ethiopia,f
Government of Ethiopia's Disaster Risk Management and Food Security Sector,f
Government of Guatemala,f
Government of Haiti,f
Government of Kenya,f
Government of Kosovo,f
Government of Lakes State,f
Government of Madagascar,f
Government of Malawi Ministry of Health,f
Government of Mali Ministry of Education of Literacy and National Languages (MEALN),f
Government of Mexico,t
Government of Mozambique,f
Government of Niger,f
Government of Nigeria (GoN) Technical Services,f
Government of Sierra Leone,f
Government of South Sudan Ministry of Agriculture Resources Forestry and Fisheries,f
Government of Sudan (GoS),f
Government of Tana Toraja District,f
Government of Tanzania,f
Government of Uganda,t
Government of Uttar Pradesh,f
Graadecom,f
Grace Children's Hospital,f
"Grace Clinics of Ohio, Inc.",f
Grace Medical Home,f
Grace Outreach to Health Community Clinic,f
Grace United Methodist Church Agape Clinic,t
Graduate School USA,t
Grains de riz pour un sourire,t
Grama Vidyal,f
Grameen Foundation,t
Gramin Mahila Srijansil Parivar (GMSP),f
Gramin Yuva Abhikram,f
Gram Sudhar Samiti (GSS),f
Gram Swarajya Sansthan (GRSS),f
Gram-Utthan,f
Gram Vikas Trust,f
Grand'Anse Projet Sante et Action Communautaire (GAPSAC),f
Gran Tierra Energy Inc.,t
Grant Park Clinic,f
Grapes for Humanity (Canada),t
Grapes for Humanity (US),t
Graphcity,f
Grassroots Agency for Social Services,f
Grassroots Initiatives in Africa,f
Grassroot Soccer,t
Grassroots Organizations Operating Together in Sisterhood International,t
Grassroots Uganda- Empowering African Women,f
Gravis,f
Greater Auburn Gresham Development,f
Greater Baden Medical Services,f
Greater Birmingham Habitat for Humanity,f
GreaterGood.org,t
Greater Greenwood United Ministry,f
Greater Greenwood United Ministry Free Medical Clinic,f
Greater Hickory Cooperative Christian Ministry,f
Greater Killeen Free Clinic,f
Greater NW Ohio Diabetes Camp,f
Greater Philadelphia Coalition Against Hunger,f
Greater Prince William Community Health Center,f
Greater Texoma Health Clinic,f
Greatest Goal Ministries USA,t
Great Lakes Family Care,f
Great Lakes University of Kisumu,f
Great Salt Plains Health Center,f
Greek Medical Fund,f
Greek Orthodox Church in Haiti,f
Greek Orthodox Patriarchate of Antioch and All the East (GOPA),f
Green Channel,f
Green Empowerment,t
Greening Australia Limited,f
Greenlight for Girls,t
Green Map System,t
Green River Medical Center,f
Green Shoots Education Services,f
Greenville Community Health Center,f
Greenville Free Medical Clinic,f
GRET,t
Groundswell International,t
Groupe Biblique des Hopitaux de Cote d'Ivoire,f
Groupe d'Animation Action au Sahel (GAASâ€MALI),f
Groupe d'Appui Ã la TraÃ§abilite et la Transparence dans la Gestion des Ressources Naturelles,f
Groupe d'Appui au Developpement (GADEV),f
Groupe d'Appui aux Rapatries et aux Refugies (GARR),f
Groupe de Promotion Feminine (GPF Ganki),f
"Groupe de Recherche, de Formation et Services (GREFOS)",f
Groupe de Recherche d'Etudes de Formation Femme Action (GREFFA),f
Groupe de Recherches et d'Etudes Environnementales,f
Groupe des Organisations Feminines pour l'Egalite Hommes Femmes,f
Groupe Medialternatif/Alterpresse (Alterpresse),f
Grupo Alonzo,f
Grupo de Pastores Interdenominacionales,f
Grupo de Trabajo Racimos de Ungurahui,f
Grupo Ecologico Sierra Gorda I.A.P,f
Grupo Lesbico Feminista Artemisa,f
Grupo Nicaraguense de Mujeres Lesbianas Safo,f
GRUPPO ALEIMAR ONLUS,t
GSBA Scholarship Fund,f
Guadalupe Clinic,f
Guadalupe Family Service Center,f
Guadalupe Senior Center,f
Guantanamo Pediatric Hospital,f
GuarderÃ­a Infantil Danli,f
Guatemala Housing Alliance,t
Guatemalan Housing Fund (FOGUAVI,f
Guatemalan Ministry of Agriculture,f
Guatemala Village Partners,f
GUIMSHIKI,f
Guitars in the Classroom,t
Gulf Coast Health Center,f
Gulu Early Childhood Development support Organization,f
Gulu Regional Referral Hospital,f
Gulu Union for Women with Disabilities in Uganda,f
Gulu University,f
Gulu Women's Economic Development and Globalization,f
Gumutindo Coffee Cooperative Enterprise Ltd (GCCE),f
Guria Youth Resource Center,f
Gurises Unidos,f
Gurjaani Farmers Association ALAZANI,f
Guyana Diabetic Association,f
Gwalior Childrens Hospital Charity,t
Gwoup Apui pou Devlopman Depatman Sid,f
Gynocare Fistula Treatment Center,f
Habitat for Humanity Portland/Metro East,f
Hadin Kai,f
Hadrut Hospital,f
"Hagar USA, which supports the work of Hagar International",t
Haiti Adolescent Girls Network,t
"Haitian-American Care, Inc. (HACI)",t
Haitian American Caucus,t
Haitian Artisans for Peace International (HAPI),t
Haitian Commission for the Respect of Human Rights (CHREDHU),f
Haitian Community Hospital (HCH),f
Haitian Education and Leadership Program,t
Haitian Episcopal Parish of Annunciation,f
Haitian Episcopal Parish of Ascension,f
Haitian Episcopal Parish of Ascension de Thor,f
Haitian Episcopal Parish of Bon Sauveur,f
Haitian Episcopal Parish of Christ-Roi,f
Haitian Episcopal Parish of Epiphanie,f
Haitian Episcopal Parish of Les Sts. Innocents,f
Haitian Episcopal Parish of St. Bazile le Grand,f
Haitian Episcopal Parish of St. Esprit,f
Haitian Episcopal Parish of St. Etienne,f
Haitian Episcopal Parish of St. Marc,f
Haitian Episcopal Parish of St. Martin de Tours,f
Haitian Episcopal Parish of St. Matthias,f
Haitian Episcopal Parish of St. Paul,f
Haitian Episcopal Parish of St. Pierre,f
Haitian Episcopal Parish of St. Sauveur,f
Haitian Episcopal Parish of St. Simeon,f
Haitian Episcopal Parish of St. Thomas,f
Haitian Health and Education Foundation,t
Haitian Health Foundation,t
Haitian Health Foundation Klinik Pep Bondye-a,f
Haitian Marine Base Hospital,f
Haitian Ministry of Agriculture,f
Haitian Ministry of Education,f
Haitian Resources Development Foundation (HRDF),f
Haitian Women's Solidarity,f
Haitian Youth Livelihood Initiative (IDEJEN),f
Haiti Clinic,f
Haiti Coffee Inc,t
Haiti Fund Inc.,f
Haiti Healthcare Partners,t
Haiti Hospital Appeal,t
Haiti Ministry of Agriculture Natural Resources and Rural Development (MARNDR),f
Haiti Ministry of Environment,f
Haiti Outreach Foundation,t
Haiti Outreach Ministries,t
Haiti Outreach Pwoje Espwa (H.O.P.E),f
Haiti Participative,f
Haiti Partners,t
"Haiti Projects, Inc.",t
Haiti School of Mercy,t
Haiti Village Health,t
Haja Neneh C. H. P.,f
Hakika General Hospital of Reference,f
Half the Sky Foundation,t
Halliburton,t
Hamer woreda education office,f
Hamilton Health Center,f
Hampton Roads Community Health Center,f
Hands 4 Uganda,t
HANDS AROUND THE WORLD,t
HANDS for Balochistan,f
Hands for Haiti,t
Hands of Hope Clinic,f
Hands On Tokyo,f
Hands Together,t
Hanger Prosthetics and Orthotics,t
Hannibal Free Clinic,f
HAPCO,f
Happy Trails Riding Center,f
Happy Valley Medical Center,f
Haramaya University,f
Harambee Centre,t
Hararghe Catholic Secretariat,f
Harbor Community Clinic,f
HardtHaven Children's Home,f
Hargeisa Hospital,f
Harikar Organization,f
Harmony Health Clinic,f
Harrisonburg/Rockingham Free Clinic,f
Harvard Pilgrim Health Care Institute,t
Harvard School of Public Health,t
Harvard University,t
"Harvest Blessings Center, Inc.",t
Harvesters Community Food Network,t
Harvest Home Animal Sanctuary,f
Harvest House,t
Harvest International,t
Harvest Time International,t
Haryana State Aids Control Society,f
"Hastings Family Planning, Inc.",f
Haven,t
Haven Foundation,t
Hawaiian Gardens Health Center,f
Hawassa Maternal Child Health Ctr,f
Hay Fu Bok,f
HBS Trust,f
Heal Africa Hospital,f
"HEAL - Health, Empowerment, And Love",f
Healing and Rebuilding Our Communities of Alternatives to Violence Project Kenya Trust,f
Healing Hands for Haiti,f
Healing Hands Health Center,f
Healing Hands Ministries,f
Healing Stripes Hospital,f
Heal One World,f
"Health Access, Incorporated",f
Health Alliance for the Uninsured,f
"Health and Hope Clinic, Inc.",f
Health and Hope Medical Outreach,f
Health and Technical Education Development Center (HTEDC),f
Health Care Center For The Homeless,f
Health Care Education Partnership,f
Health Care for the Homeless,f
Healthcare For The Homeless City of New Orleans,f
Health Care for the Homeless County of Santa Barbara Public Health,f
Healthcare Network of Southwest Florida Collier Health Services,f
Health Center of Nabil Choucair,f
Health Center of Southeast Texas,f
Health Development Initiative-Rwanda (HDI),f
Health Education Adoption Rehabilitation Development Society (HEARDS),f
Healthfinders Collaborative,f
Health For All,f
Health For All North Avenue Clinic,f
Health Futures Foundation Inc.,f
Health in Harmony,t
Health Insurance Authority,f
"HealthLink Dental Center, Inc",f
HealthLink Medical Center,f
Healthlink Primary Care Clinic,f
"HealthNet of Rock County, Inc.",f
HealthPartners,t
Health Partners Free Clinic,f
Health Partnership Clinic,f
Health Partners Inc,f
Health Partners of Western Ohio,f
HealthPoint Family Care,f
Health Professional Council of Namibia,f
HealthProm,t
HealthQuest of Union County,f
Healthreach Community Clinic,t
Health Services Partner Global,t
Heart and Hand for Handicapped,t
HEART Foundation,f
Hear the Word Center Clinic,f
Hearth to Hearth Ministries,t
Heartline Ministries,t
Hearts and Hands for Haiti,t
Hearts of Epilepsy Foundation,f
Heart to Heart Haiti,f
HEAT Oregon,f
"HEED Foundation, Inc.",f
Heifer Armenia,f
Heifer Bangladesh,f
Heifer Bolivia,f
Heifer Cambodia,f
Heifer China,f
Heifer Ecuador,f
Heifer Ghana,f
Heifer Guatemala,f
Heifer Haiti,t
Heifer Honduras,f
Heifer India,f
Heifer Mexico,f
Heifer Nepal,f
Heifer Nicaragua,f
Heifer Peru,f
Heifer Philippines,f
Heifer Romania,f
Heifer Rwanda,t
Heifer Senegal,f
Heifer Tanzania,t
Heifer Uganda,f
Heifer Ukraine,f
Heifer Zambia,f
Helena Indian Alliance Leo Pocha Clinic,f
Helen & Douglas House,f
HelpCare Clinic,f
Help for the Andes Foundation,f
helping haitian angels,t
HelpLaw Ghana,f
Help Old Age and Miserable People (HOM),f
Henrietta Johnson Medical Center,f
"Henry J. Austin Health Center, Inc.",f
Herbert Leuthner Federation of Rural Community Organizations of Pedro Carbo (FOCCAHL),f
HER Fund,f
Heroes of the Nation,t
Heshima Kenya,t
Hewar,f
Hickey Fondation,t
Hidden Villa,f
Higueras Hospital,f
Hillside Health Care International,t
Hilton Palm Beach Airport,f
Himalayan Healthcare,t
Hindustan Latex Family Planning Promotion Trust,t
HIV Clinicians' Society,f
Hogar Bambi Venezuela,f
"Hogar de Ninos Regazo de Paz, Inc.",f
"Hogar Infantil Jesus Nazareno, Inc.",f
Holt International,t
Holy Cross Education Foundation,t
Home at Last Humane Society,f
Homeboy Industries,f
Homeland Development Initiative Foundation,f
Hopad Child and Women Promotion Society,f
Hope Africa Collective,t
"Hope and a Home, Inc.",f
Hope for Teenage Mothers,f
HOPE foundation,f
Hope Foundation for African Women (HFAW),f
Hopeful Africa,t
HOPE Medical & Dental Clinic,f
Hope of Children and Women Victims of Violence,f
Hope Ofiriha,t
Hope Through Health,t
Hopital Adventiste d'Abougoudam,f
Hopital Bon Samaritan,f
Hopital Communautaire de Bon Repos,f
Hopital de la Communaute Haitienne,f
Hopital de la Convention Baptist d'Haiti,f
Hopital d'Enfants de Rabat,f
Hopital General Provincial de Reference Jason Sendwe,f
Hopital Lumiere in Bonne Fin,f
Hopital Notre Dame de Petit Goave,f
Hopital Sacre-Coeur de Milot,f
Hopital Sainte-Croix,f
Hopital Saint Jean de Dieu,f
Hopital St. Luc,f
Hopital Universitaire Justinien,f
Hopital Universitaire la Paix,f
Hopkins County Community Clinic,f
Horisons Unlimited Healthcare,f
Horisons Unlimited Healthcare Merced,f
"Horizon Health Care, Inc.",f
Horn of Africa Development Initiative - HODI,f
Hospital Adventiste de Haiti,f
Hospital Agostinho Neto,f
Hospital Agustin O'Horan,f
Hospital Albert Schweitzer,f
Hospital Ambrosio Grillo,f
Hospital Amor al Projimo,f
Hospital and Rehabilitation Centre for Disabled Children,f
Hospital Aquilino Tejeira,f
Hospital Baca Ortiz,f
Hospital Basico Comunitario San Andrew Larrainzar,f
Hospital Central de Maputo,f
Hospital Centro Materno Infantil,f
Hospital de Anzaldo,f
Hospital de Fermathe,f
Hospital de l'Universite d'Etat D'Haiti,f
Hospital Distrial Curuguaty,f
Hospital Divina Providencia,f
Hospital Docente de Atencion PsicoSocial,f
Hospital Emma Romero,f
Hospital Jacinto Hernandez,f
Hospital Nacional Regional de Escuintla,f
Hospital Nacional Sibasi Sonsonate,f
Hospital of Centla,f
Hospital Provincial de Tete,f
Hospital Provincial Holguin,f
Hospital Pueblo De Pedernales,f
Hospital Regional de Alta Especialidad de Veracruz,f
Hospital Santo Tomas,f
"Hospitals of Hope, Inc.",t
Hospital Uspantan,f
Hot Sun Foundation,f
H Street Clinic,f
HUB TLV LTD,f
Humana People to People (HPP),t
Human Development Centre (HDC),f
Human Development Foundation,f
Humane Society Dallas County,f
Humane Society of South Mississippi,f
HumaniTerra International,t
Humanity Healing International,t
Human Network International (HNI),t
Human Rights First Rwanda Association,f
Hungarian Civil Liberties Union,f
Hunger Relief International,t
Hyderabad Council of Human Welfare,f
IA3 INSTITUTO DE ACOLHIMENTO E APOIO AO ADOLESCENTE,f
IBO ITALIA,t
ICEC,f
IDDEIA - Instituto de Defesa e Desenvolvimento do Inteiro Ambiente,f
Idea Builders Initiative,f
IDEX (International Development Exchange),t
Idjwi Island Education Fund,t
iEARN-SchoolNet-Cameroon,f
I Have a Dream' Foundation of Boulder County,f
IHUDAF,f
IIMPACT,f
IkamvaYouth,f
Ikibiri Coalition,f
Ikot Ekpaw Community Hospital,f
iLab Liberia,f
"IMANI HOUSE, Inc",t
IMA World Health - Haiti,f
IMCRA-DOJ,t
IMEC America,f
IMPACT Initiatives,t
Imperial Beach Community Clinic,f
Imperial Health Systems,t
IMPROVING ACCESS TO CARE AND TREATMENT (IMPACT),f
India Literacy Project,t
Indian Association for the Blind,f
Indus Earth Trust,f
iNERDE Inc.,t
Informacijos ir paramos gausiai seimai centras,f
Initiative Pour le Developpement des Jeunes (IDEJEN),t
Inland Family Community Health Center,f
Innis Community Health Center,f
"Innovative Alternatives, Inc.",f
Inside the Outdoors Foundation,f
Inspired2Become,f
Inspire USA Foundation,f
Institute for Multi-Track Diplomacy,t
Institute Gustave Roussy,f
Institute of Biological Environmental and Rural Sciences (IBERS),t
Institute of International Education (IIE),t
Instituto do Cancer Infantil,f
Instituto para el Desarrollo Humano,f
Integral Heart Foundation,f
Interactive Research and Development (IRD),t
Inter-American Health Alliance,t
"Interfaith Neighbors, Inc.",f
International alert,t
International Association for Maternal and Neonatal Health in Mali (IAMANEH Mali),f
International Brain Education Association (IBREA),t
International Career Advancement Association,f
International Center for Advocates Against Discrimination (ICAAD),t
International Center for Religion & Diplomacy,t
International Child Care (ICC),t
International Child Care Ministries (ICCM),t
International Child Development Initiatives (ICDI),t
International Development Enterprises (IDE),t
International Disaster Volunteers (IDV),t
International Domestic Workers Federation (IDWF),f
International Education Exchange (IEE),t
International Evaluation and Training Corporation (IETC),t
International Executive Service Corps (IESC),t
International Federation of the Blue Cross,t
International Fertilizer Development Center (IFDC),t
International Food Policy Research Institute,t
International Foundation for Electoral Systems (IFES),t
International Health and Development Network,t
International Humanistic Psychology Association,t
International Humanitarian Relief,f
International Institute of Rural Reconstruction (IIRR),t
International Institute of Tropical Agriculture (IITA),f
International Islamic Youth League,f
International Leadership Center,t
International Network for Cancer Research and Treatment (INCTR),t
International Organization for Migration (IOM),t
International Partnership for Reproductive Health,t
International Planned Parenthood Federation (IPPF),t
International Planned Parenthood Federation/Western Hemisphere Region (IPPF/WHR),t
International Rice Research Institute (IRRI),t
International Union Against Tuberculosis & Lung Disease,t
International Union for Conservation of Nature (IUCN),t
International Water Management Institute (IWMI),t
International Women's Health Coalition,t
Internews,t
Interquorum Network,f
Inter-Religious Council of Uganda (IRCU),t
IPADE,f
Iracambi,t
Iraqi Institution for Development (IID),f
Irish Cancer Society,f
IRODA 'Parents of Children with Autism Initiative',f
Iron Gait Percherons - Draft Horse Rescue,f
Isai Samaj Nawalparasi (ISN),f
Isanlu General Hospital,f
Ishahayi Beach School Foundation,f
Isha Vidhya,f
Ishmi Farmers Association,f
Isiolo County Government,f
ISKKC Foundation,f
Islam and Population Network (RIP),f
Islands Community Medical Services,f
Isla Urbana,f
Isla Vista Elementary School,f
Isla Vista Neighborhood Clinic,f
Isla Vista Youth Projects,f
IsraAID,t
Israel Foundation - CDC Community Development Center,f
Israeli Flying Aid,t
Israel Trauma Coalition,t
ISSA Trust Foundation,t
Ithaca Health Alliance,f
I-Train and Evaluation Center (i-TEC),f
ITT Corporation,t
ITVET,f
Ivankovetskyi Svitanok ASC,f
Ixmucane Association,f
IZAD,f
JAAGO Foundation,f
Jabalpur Diocesan Social Service Society,f
Jackson-Hinds Comprehensive,f
Ja'far Ibn Ouf Children's,f
Jagadguru Kripalu Chikitsalaya Hosptial,f
Jagna Municipal Government,f
Jagorani Chakra Foundation,f
Jalki Jeg Group,f
Jamaa Mission Hospital,f
Jamaica Awareness Association of California,t
Jamaica Baptist Union,f
James Valley Community Health Center,f
Jamgoria Sevabrata (JS),f
Jamshedpur Utilities and Services Company (JUSCO),f
Janapada Seva Trust (JST),f
Jane Goodall Institute,t
JANIC,f
Jan Swasthya Sahyog,f
Japan Anti-Tuberculosis Association,t
Japan Emergency NGO (JEN),t
Japan IsraAID Support Program,t
Jaramogi Oginga Odinga,f
Jashpur Jan Vikas Sanstha,f
Jatan Sansthan,f
JATHA-MUHU Institute,f
Jatiya Tarun Sangha,f
Jaydoc Free Clinic (KU Endowment Association),t
Jayhawk Health Initiative,t
JC Hispaniola Fund. Inc.,t
J.C. Lewis Health Care Center,f
Jean-Michel Charles Consultancy Firm,f
Jean Wilfred Albert Health Center,f
Jefferson Comprehensive Health Center,f
Jembi Health Systems,t
Jeremiah Lucas Opira Foundation,t
Jericho7 Arnaud,t
Jericho Road Community Health Center,f
Jerusalem Children and Community Development Organization,f
Jessie Hopkins Hinchee Foundation,f
Jessie Trice Community Health Center,f
Jesuit Centre for Theological Reflection (JCTR),f
"Jesus Christ is Lord Fellowship/Endtime Harvest Ministries, Inc.",f
Jeunesse en Reconstruction du Monde en Destruction (JRMD/YRWD),f
Jewish Renaissance Medical Center,f
JFK Medical Center,f
Jharkhand State Livelihood Promotion Society,f
JICA,t
Jimma University,f
Jinnah Hospital,f
Jitegemee,t
JoAnn Medical Center,f
Johanniter International,t
John Dau Foundation (JDF),t
John Hopkins University,t
Johns Hopkins University Bloomberg School of Public Health (JHSPH),t
John Snow Inc.,t
Johnson City Downtown Clinic East Tennessee State University,f
Johnson County Community College,t
Johnson & Johnson,t
Johnstown Free Medical Clinic,f
Joint Aid Management,t
Joint Clinical Research Centre (JCRC),t
jola House foundation,f
Jomgon Kongtrol Eye Center,f
Jonesboro Church Health Center,f
Joplin Community Clinic,t
Jordanian Hashemite Charity Organization (JHCO),f
Jordanian Ministry of Agriculture (MoA),f
Jordanian Red Crescent,t
Jordanian Womens Union,f
Jordan Medical Center,f
Jordan Ministry of Health,f
Jordan River Foundation,t
Joseph Addabbo Family Health Center,f
Joseph Nathaniel France Hospital,f
Joshua Memorial Clinic,f
Journey Home Foundation,t
Joven360,f
Jovial Concepts,f
J/P Haitian Relief Organization,f
JSVS-People's Education and Development Organization (PEDO),f
Juan Manuel Marquez Pediatric Hospital,f
Juba Teaching Hospital,f
Juhudi Children in Crisis,f
Jungle Hospital,f
Junior Achievement of Northern New England,f
Junior Achievement of Southern Massachusetts,f
"Juniper Health, Inc.",f
Junta Agroempresarial Dominicana (JAD),f
Junta de Beneficencia de Guayaquil,f
Junta de Mujeres Mama Tingo,f
Juntos Center for Advancing Latino Health,t
Just Kids Dental,f
Just Like My Child Foundation,t
JustWorld International,t
Juventud para Cristo,t
Juzoor for Health and Social Development,f
Kaabong Peace for Development Agency (KAPDA),t
Kaalo Relief and Development Organization,f
KabaHill Centre,f
Kabwe General Hospital,f
Kachere Orthopedic Rehabilitation Hospital,f
Kachin Women's Association Thailand,f
Kadugannqwa District Hosptial,f
Kagadi Hospital,f
Kagumu Development Organization,f
Kakenya's Dream,t
Kakindo Orphans Care,f
Kalanjiyam Trust,f
Kalikapur Jubo Sangsad,f
Kalu Ulu Memorial Foundation,t
Kamenge Military Hospital,f
Kamitonte Health Clinic,f
KAMMPIL,f
Kamp for Kids Diabetes Incorporated,f
Kamuzu Central Hospital,f
Kanaker-Zeytoun Medical Center,f
Kanava International,t
Kanawha City Health Center,f
Kanchan Samity,f
Kansas City CARE Clinic,f
Kansas Food Bank,t
Kaomo District Farmers Association,f
Kapamagogopa Incorporated,f
Kapchwora Commercial Farmers Organization (KACOFA),f
Kapenguria District Hospital,f
Karabagh Health Ministry,f
Karachi Adventist Hospital,f
Karagwe District Cooperative Union,f
Karama Organisation for Women and Children's Development,f
Karen Development Services Foundation,f
Karen Environmental and Social Action Network,f
Karen Human Rights Group,f
Karen Student Network Group,f
Karen Women's Organisation,f
Karl Heusner Memorial Hospital,f
Karmirhath,f
Karm Marg,f
Karnali Integrated Rural Development and Research Center,f
Karnataka Health Promotion Trust,f
Karolyn Kempton Memorial Hospital,f
Karuna Trust,t
Kasenge Riverford Organic Center,f
KAS Foundation,f
Kasis Agricultural Training Centre (KATC),f
Kasturba Hospital,f
Kasturba Mahila Utthan Mandal (KMUM),f
Kasulu Consortium,t
Kasumisou Foundation,t
Kasungu District Hospital,f
Katahdin Valley Health Center,f
Kateri Tekakwitha Fund,t
Kathmandu Model Hospital/ Public Health Concern Trust-NEPAL,f
Kathmandu University,f
Katiba Institute,f
Katy Trail Community Health,f
Kaura General Hospital,f
Kawral Nguenar Bossea Association (AKNB),f
Kaya Children International,t
Kayah Earthrights Action Network,f
Kazakhstani Entrepreneurship Development Fund (DAMU),f
K.C Mahindra Education Trust - Project Nanhi Kali,f
KDHW,f
Keep The Dream196,f
K.E.M Hospital Seth G. S. Medical College,f
Kenya Adult Learners Association (KALA),f
Kenya Assemblies of God,f
Kenya Association for the Prevention of Tuberculosis and Lung Disease (KAPTLD),t
Kenya Connect (KC),f
Kenya Healthcare Federation,f
Kenya Keys,t
Kenya Ministry of Health,t
Kenya National Alliance of Street Vendors and Informal Traders,t
Kenya Natural Resources Alliance,f
Kenyan Commercial Bank-Sudan,f
Kenyan Ministry of Labor,f
Kenya Outreach,t
Kenya police,f
Kenya Prisons Services,f
Kenya Rainwater Association,f
Kenya Red Cross,f
Kenyatta National Hospital,f
Kenya Widows & Orphans Support Program,f
Keonjhar Integrated Rural Development & Training Institute,f
Kerema General Hopsital,f
Kesdam Military Hospital,f
